rb_over_a,delta_over_omega,entanglement_negativity
2.1595,2.482758621,0.23118125576
2.1595,2.620689655,0.213122567998
2.1595,2.75862069,0.203539443812
2.1595,2.896551724,0.201645094417
2.1595,3.034482759,0.208807374644
2.1595,3.172413793,0.230417826615
2.1595,3.310344828,0.283084572418
2.1595,3.448275862,0.409312898681
2.1595,3.586206897,0.552275991066
2.1595,3.724137931,0.548680962451
2.1595,3.862068966,0.547613656338
2.1595,4,0.534997294481
2.2059,0,0.172097029656
2.2059,0.1379310345,0.189162039492
2.2059,0.275862069,0.207581719775
2.2059,0.4137931034,0.227480781422
2.2059,0.5517241379,0.249043633516
2.2059,0.6896551724,0.2725487595
2.2059,0.8275862069,0.298410973875
2.2059,0.9655172414,0.327267093376
2.2059,1.103448276,0.360135404532
2.2059,1.24137931,0.398538432204
2.2059,1.379310345,0.443771653611
2.2059,1.517241379,0.490312781929
2.2059,1.655172414,0.502013044552
2.2059,1.793103448,0.426948943224
2.2059,1.931034483,0.319422311251
2.2059,2.068965517,0.24257110009
2.2059,2.206896552,0.195283899504
2.2059,2.344827586,0.165406119
2.2059,2.482758621,0.145422989582
2.2059,2.620689655,0.131391021507
2.2059,2.75862069,0.121213678923
2.2059,2.896551724,0.113737708869
2.2059,3.034482759,0.108314172804
2.2059,3.172413793,0.104594233236
2.2059,3.310344828,0.102442199921
2.2059,3.448275862,0.101912429928
2.2059,3.586206897,0.103296741715
2.2059,3.724137931,0.10728863603
2.2059,3.862068966,0.115466162289
2.2059,4,0.131975214768
2.2522,0,0.17513893908
2.2522,0.1379310345,0.192621516609
2.2522,0.275862069,0.211550703847
2.2522,0.4137931034,0.232079671378
2.2522,0.5517241379,0.254429579936
2.2522,0.6896551724,0.27893191638
2.2522,0.8275862069,0.306071963781
2.2522,0.9655172414,0.336606536294
2.2522,1.103448276,0.371774894351
2.2522,1.24137931,0.413511046474
2.2522,1.379310345,0.463180525184
2.2522,1.517241379,0.507810111476
2.2522,1.655172414,0.478641991781
2.2522,1.793103448,0.353306876667
2.2522,1.931034483,0.248060398365
2.2522,2.068965517,0.187139110315
2.2522,2.206896552,0.151422205089
2.2522,2.344827586,0.128670077098
2.2522,2.482758621,0.113037143947
2.2522,2.620689655,0.101661802508
2.2522,2.75862069,0.0930284964893
2.2522,2.896551724,0.0862781981229
2.2522,3.034482759,0.0808875049786
2.2522,3.172413793,0.0765373210628
2.2522,3.310344828,0.0730123403855
2.2522,3.448275862,0.0701765997348
2.2522,3.586206897,0.0679466478537
2.2522,3.724137931,0.0662803435798
2.2522,3.862068966,0.0651729393554
2.2522,4,0.0646601939394
2.2986,0,0.178173202797
2.2986,0.1379310345,0.196011333429
2.2986,0.275862069,0.215361903704
2.2986,0.4137931034,0.23639709245
2.2986,0.5517241379,0.259362374468
2.2986,0.6896551724,0.284621464285
2.2986,0.8275862069,0.312697617687
2.2986,0.9655172414,0.344404673911
2.2986,1.103448276,0.381085596958
2.2986,1.24137931,0.424955251054
2.2986,1.379310345,0.477744307721
2.2986,1.517241379,0.52099484131
2.2986,1.655172414,0.460042024463
2.2986,1.793103448,0.311290472226
2.2986,1.931034483,0.212163724728
2.2986,2.068965517,0.159174133116
2.2986,2.206896552,0.128545754878
2.2986,2.344827586,0.108941121104
2.2986,2.482758621,0.0953517238241
2.2986,2.620689655,0.0853624907681
2.2986,2.75862069,0.0776957440555
2.2986,2.896551724,0.0716161077853
2.2986,3.034482759,0.0666757741444
2.2986,3.172413793,0.0625852521377
2.2986,3.310344828,0.0591489438974
2.2986,3.448275862,0.0562328665534
2.2986,3.586206897,0.0537424966014
2.2986,3.724137931,0.0516105245626
2.2986,3.862068966,0.0497890991055
2.2986,4,0.0482453024806
2.345,0,0.181113255023
2.345,0.1379310345,0.199232163909
2.345,0.275862069,0.218902261065
2.345,0.4137931034,0.240304864544
2.345,0.5517241379,0.263698911408
2.345,0.6896551724,0.289458460991
2.345,0.8275862069,0.318118402369
2.345,0.9655172414,0.350488475782
2.345,1.103448276,0.387894210801
2.345,1.24137931,0.432636619191
2.345,1.379310345,0.48726918439
2.345,1.517241379,0.534476620175
2.345,1.655172414,0.461953043595
2.345,1.793103448,0.295565459014
2.345,1.931034483,0.195222302355
2.345,2.068965517,0.144249871133
2.345,2.206896552,0.115331596224
2.345,2.344827586,0.0969576667984
2.345,2.482758621,0.0842696250063
2.345,2.620689655,0.0749686453799
2.345,2.75862069,0.0678419714136
2.345,2.896551724,0.0621972532104
2.345,3.034482759,0.0576043533601
2.345,3.172413793,0.05379028541
2.345,3.310344828,0.0505680429839
2.345,3.448275862,0.047808399058
2.345,3.586206897,0.0454190946887
2.345,3.724137931,0.0433324239866
2.345,3.862068966,0.0414979396592
2.345,4,0.0398775790417
