rb_over_a,temperature_over_omega,purity
2.1131,0.2267241379,0.0155151900292
2.1131,0.1931034483,0.0186836864833
2.1131,0.1594827586,0.0253789443557
2.1131,0.125862069,0.0427237596703
2.1131,0.09224137931,0.101460554852
2.1131,0.05862068966,0.346337856543
2.1131,0.025,0.932571439518
2.1595,1,0.0104228245702
2.1595,0.9663793103,0.0104540284612
2.1595,0.9327586207,0.0104890609549
2.1595,0.899137931,0.0105282764421
2.1595,0.8655172414,0.0105665100385
2.1595,0.8318965517,0.0106157055132
2.1595,0.7982758621,0.0106730761448
2.1595,0.7646551724,0.0107393567106
2.1595,0.7310344828,0.0108120484328
2.1595,0.6974137931,0.0109010949354
2.1595,0.6637931034,0.0110069670177
2.1595,0.6301724138,0.0111352732297
2.1595,0.5965517241,0.0112914334092
2.1595,0.5629310345,0.0114829858786
2.1595,0.5293103448,0.0117213244358
2.1595,0.4956896552,0.0120212446026
2.1595,0.4620689655,0.0124102982324
2.1595,0.4284482759,0.0129313760426
2.1595,0.3948275862,0.0136485059505
2.1595,0.3612068966,0.0146690868077
2.1595,0.3275862069,0.0161638842459
2.1595,0.2939655172,0.0185648747918
2.1595,0.2603448276,0.022661287232
2.1595,0.2267241379,0.0303709769593
2.1595,0.1931034483,0.0467356537687
2.1595,0.1594827586,0.0869037926063
2.1595,0.125862069,0.197407969383
2.1595,0.09224137931,0.478667761062
2.1595,0.05862068966,0.86963976773
2.1595,0.025,0.999130060326
2.2059,1,0.0108206200414
2.2059,0.9663793103,0.0108868614327
2.2059,0.9327586207,0.010961834493
2.2059,0.899137931,0.0110467573529
2.2059,0.8655172414,0.0111374945382
2.2059,0.8318965517,0.0112510227128
2.2059,0.7982758621,0.0113833203565
2.2059,0.7646551724,0.0115399087977
2.2059,0.7310344828,0.011726215431
2.2059,0.6974137931,0.0119502171492
2.2059,0.6637931034,0.0122220104876
2.2059,0.6301724138,0.0125579333583
2.2059,0.5965517241,0.0129821172499
2.2059,0.5629310345,0.0135283397825
2.2059,0.5293103448,0.0142471932559
2.2059,0.4956896552,0.0152208823297
2.2059,0.4620689655,0.0165853502711
2.2059,0.4284482759,0.0185719894854
2.2059,0.3948275862,0.0215895667669
2.2059,0.3612068966,0.0264142568115
2.2059,0.3275862069,0.0346191903642
2.2059,0.2939655172,0.0496247781388
2.2059,0.2603448276,0.0790899253976
2.2059,0.2267241379,0.140335964943
2.2059,0.1931034483,0.268261005389
2.2059,0.1594827586,0.501615120476
2.2059,0.125862069,0.789725261075
2.2059,0.09224137931,0.963708480781
2.2059,0.05862068966,0.999073152209
2.2059,0.025,0.99999999523
2.2522,1,0.0112815801677
2.2522,0.9663793103,0.0113993017939
2.2522,0.9327586207,0.0115329466103
2.2522,0.899137931,0.0116890273391
2.2522,0.8655172414,0.0118729179313
2.2522,0.8318965517,0.0120913294199
2.2522,0.7982758621,0.0123529222654
2.2522,0.7646551724,0.0126691598435
2.2522,0.7310344828,0.0130574407545
2.2522,0.6974137931,0.0135414235795
2.2522,0.6637931034,0.0141542471481
2.2522,0.6301724138,0.0149437022851
2.2522,0.5965517241,0.0159705877506
2.2522,0.5629310345,0.0173691442639
2.2522,0.5293103448,0.0193083125808
2.2522,0.4956896552,0.0220795795975
2.2522,0.4620689655,0.0261792403223
2.2522,0.4284482759,0.0324848172281
2.2522,0.3948275862,0.0426036816379
2.2522,0.3612068966,0.0596098172761
2.2522,0.3275862069,0.0894376555752
2.2522,0.2939655172,0.1433352915
2.2522,0.2603448276,0.240377569649
2.2522,0.2267241379,0.402945702081
2.2522,0.1931034483,0.62701704114
2.2522,0.1594827586,0.84251553264
2.2522,0.125862069,0.964160577739
2.2522,0.09224137931,0.99721925407
2.2522,0.05862068966,0.999984413666
2.2522,0.025,1
2.2986,1,0.0117723016902
2.2986,0.9663793103,0.0119536383698
2.2986,0.9327586207,0.01216830748
2.2986,0.899137931,0.0124220288249
2.2986,0.8655172414,0.0127230933979
2.2986,0.8318965517,0.0130896410204
2.2986,0.7982758621,0.0135374664342
2.2986,0.7646551724,0.0140916207967
2.2986,0.7310344828,0.0147870639504
2.2986,0.6974137931,0.0156688036294
2.2986,0.6637931034,0.0168167577615
2.2986,0.6301724138,0.018339081301
2.2986,0.5965517241,0.0203999381449
2.2986,0.5629310345,0.0232583322895
2.2986,0.5293103448,0.0273278240761
2.2986,0.4956896552,0.0333064203051
2.2986,0.4620689655,0.0423894685086
2.2986,0.4284482759,0.0566478971812
2.2986,0.3948275862,0.0797449299873
2.2986,0.3612068966,0.118097545596
2.2986,0.3275862069,0.182350320937
2.2986,0.2939655172,0.287330873569
2.2986,0.2603448276,0.444806943073
2.2986,0.2267241379,0.642975985952
2.2986,0.1931034483,0.829762387071
2.2986,0.1594827586,0.947636351072
2.2986,0.125862069,0.991775820371
2.2986,0.09224137931,0.999631529509
2.2986,0.05862068966,0.999999350617
2.2986,0.025,1
2.345,1,0.012145911781
2.345,0.9663793103,0.0123949571442
2.345,0.9327586207,0.0126904092735
2.345,0.899137931,0.0130438080987
2.345,0.8655172414,0.0134709696928
2.345,0.8318965517,0.0139930610792
2.345,0.7982758621,0.0146404624749
2.345,0.7646551724,0.0154514195785
2.345,0.7310344828,0.0164889800952
2.345,0.6974137931,0.0178354119006
2.345,0.6637931034,0.0196142464676
2.345,0.6301724138,0.0220123374439
2.345,0.5965517241,0.0253178908268
2.345,0.5629310345,0.0299859363241
2.345,0.5293103448,0.0367436517359
2.345,0.4956896552,0.046813852374
2.345,0.4620689655,0.0622310085819
2.345,0.4284482759,0.0864310270531
2.345,0.3948275862,0.125084777845
2.345,0.3612068966,0.187045476281
2.345,0.3275862069,0.28397247964
2.345,0.2939655172,0.425051485016
2.345,0.2603448276,0.603210561824
2.345,0.2267241379,0.782418029595
2.345,0.1931034483,0.913866494528
2.345,0.1594827586,0.978479891104
2.345,0.125862069,0.997401207918
2.345,0.09224137931,0.999923489175
2.345,0.05862068966,0.9999999447
2.345,0.025,1
